project_id,scenario_ground_truth,total_snapshots,observation_start_date,observation_end_date,final_stage,delayed,delay_days,first_delay_day,delay_30_event_count,delay_60_event_count,delay_90_event_count,is_censored,synthetic_ground_truth_note
SYN-00246,NORMAL,13,2023-04-29,2024-04-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00247,LEGAL_DELAY,15,2024-08-20,2025-10-14,3D,1,64,356.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00248,MULTI_FACTOR_DELAY,13,2024-02-04,2025-01-29,3A,1,240,120.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00249,NORMAL,15,2020-04-08,2021-06-02,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00250,LEGAL_DELAY,12,2024-05-02,2025-03-28,3D,1,180,150.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00251,NORMAL,13,2024-12-09,2025-12-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00252,RECOVERY,9,2023-01-11,2023-09-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00253,NORMAL,13,2019-01-16,2020-01-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00254,NORMAL,9,2019-02-10,2019-10-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00255,MULTI_FACTOR_DELAY,13,2021-04-03,2022-03-29,3A,1,183,177.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00256,NORMAL,11,2025-10-20,2026-08-16,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00257,NORMAL,12,2022-11-28,2023-10-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00258,DOCUMENTATION_DELAY,9,2020-05-19,2021-01-14,3D,1,141,99.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00259,NORMAL,11,2021-07-29,2022-05-25,3D,1,169,131.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00260,DOCUMENTATION_DELAY,15,2025-04-01,2026-05-26,3D,1,145,275.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00261,ADMINISTRATIVE_BOTTLENECK,8,2023-10-28,2024-05-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00262,NORMAL,12,2021-12-11,2022-11-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00263,NORMAL,10,2019-08-20,2020-05-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00264,DOCUMENTATION_DELAY,15,2023-05-14,2024-07-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00265,DOCUMENTATION_DELAY,11,2025-12-15,2026-10-11,3D,1,195,105.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00266,NORMAL,14,2021-05-26,2022-06-20,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00267,ADMINISTRATIVE_BOTTLENECK,13,2023-05-17,2024-05-11,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00268,MULTI_FACTOR_DELAY,11,2019-06-24,2020-04-19,3A,1,117,183.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00269,NORMAL,12,2019-04-07,2020-03-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00270,NORMAL,8,2019-08-18,2020-03-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00271,NORMAL,12,2023-10-03,2024-08-28,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00272,NORMAL,12,2022-03-26,2023-02-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00273,ADMINISTRATIVE_BOTTLENECK,15,2023-07-30,2024-09-22,3D,1,279,141.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00274,ADMINISTRATIVE_BOTTLENECK,15,2021-07-23,2022-09-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00275,NORMAL,9,2023-09-24,2024-05-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00276,MULTI_FACTOR_DELAY,9,2023-09-13,2024-05-10,3A,1,104,136.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00277,NORMAL,15,2021-05-28,2022-07-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00278,MULTI_FACTOR_DELAY,8,2023-12-02,2024-06-29,3A,1,51,159.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00279,NORMAL,12,2023-01-12,2023-12-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00280,ADMINISTRATIVE_BOTTLENECK,15,2020-11-10,2022-01-04,3D,1,180,240.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00281,RECOVERY,15,2025-12-31,2027-02-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00282,COMPENSATION_DELAY,10,2019-06-21,2020-03-17,3D,1,180,90.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00283,LEGAL_DELAY,11,2023-12-20,2024-10-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00284,NORMAL,15,2021-05-25,2022-07-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00285,MULTI_FACTOR_DELAY,10,2025-08-25,2026-05-22,3A,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00286,COMPENSATION_DELAY,9,2023-09-21,2024-05-18,3D,1,44,196.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00287,NORMAL,15,2024-11-17,2026-01-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00288,COMPENSATION_DELAY,15,2023-04-24,2024-06-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00289,NORMAL,10,2019-09-23,2020-06-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00290,MULTI_FACTOR_DELAY,10,2025-05-31,2026-02-25,3A,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00291,ADMINISTRATIVE_BOTTLENECK,10,2025-03-15,2025-12-10,3D,1,147,123.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00292,DOCUMENTATION_DELAY,12,2024-12-22,2025-11-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00293,DOCUMENTATION_DELAY,15,2025-05-22,2026-07-16,3D,1,188,232.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00294,NORMAL,9,2022-04-21,2022-12-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00295,NORMAL,10,2019-11-22,2020-08-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00296,MULTI_FACTOR_DELAY,8,2019-05-07,2019-12-03,3A,1,86,124.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00297,MULTI_FACTOR_DELAY,12,2019-12-30,2020-11-24,3A,1,185,145.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00298,NORMAL,15,2020-02-25,2021-04-20,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00299,RECOVERY,8,2019-02-16,2019-09-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00300,ADMINISTRATIVE_BOTTLENECK,14,2019-09-18,2020-10-12,3D,1,77,313.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00301,NORMAL,12,2020-04-14,2021-03-10,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00302,NORMAL,13,2021-02-09,2022-02-04,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00303,NORMAL,9,2022-12-13,2023-08-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00304,COMPENSATION_DELAY,14,2019-02-27,2020-03-23,3D,1,85,305.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00305,LEGAL_DELAY,14,2020-04-18,2021-05-13,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00306,DOCUMENTATION_DELAY,10,2023-11-25,2024-08-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00307,NORMAL,12,2025-01-17,2025-12-13,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00308,NORMAL,14,2023-02-20,2024-03-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00309,NORMAL,15,2021-02-24,2022-04-20,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00310,NORMAL,14,2019-11-12,2020-12-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00311,RECOVERY,13,2020-11-30,2021-11-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00312,NORMAL,13,2021-09-30,2022-09-25,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00313,DOCUMENTATION_DELAY,8,2019-01-02,2019-07-31,3D,1,116,94.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00314,NORMAL,15,2021-08-29,2022-10-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00315,NORMAL,11,2022-10-27,2023-08-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00316,ADMINISTRATIVE_BOTTLENECK,15,2024-01-26,2025-03-21,3D,1,263,157.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00317,NORMAL,10,2024-03-16,2024-12-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00318,RNR_DELAY,13,2019-04-05,2020-03-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00319,RECOVERY,14,2023-03-23,2024-04-16,3D,1,214,176.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00320,RNR_DELAY,11,2022-07-21,2023-05-17,3D,1,94,206.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00321,NORMAL,14,2019-01-31,2020-02-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00322,NORMAL,13,2019-05-11,2020-05-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00323,NORMAL,11,2025-10-19,2026-08-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00324,ADMINISTRATIVE_BOTTLENECK,13,2025-11-12,2026-11-07,3D,1,21,339.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00325,LEGAL_DELAY,14,2022-10-05,2023-10-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00326,DOCUMENTATION_DELAY,9,2021-01-11,2021-09-08,3D,1,149,91.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00327,NORMAL,8,2020-11-28,2021-06-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00328,DOCUMENTATION_DELAY,15,2022-02-27,2023-04-23,3D,1,169,251.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00329,NORMAL,15,2021-08-29,2022-10-23,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00330,NORMAL,9,2021-06-12,2022-02-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00331,COMPENSATION_DELAY,8,2025-10-13,2026-05-11,3D,1,51,159.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00332,NORMAL,11,2020-06-05,2021-04-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00333,NORMAL,11,2020-11-22,2021-09-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00334,COMPENSATION_DELAY,8,2019-12-25,2020-07-22,3D,1,117,93.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00335,RECOVERY,9,2020-11-06,2021-07-04,3D,1,94,146.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00336,DOCUMENTATION_DELAY,13,2023-01-04,2023-12-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00337,ADMINISTRATIVE_BOTTLENECK,10,2022-10-28,2023-07-25,3D,1,167,103.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00338,ADMINISTRATIVE_BOTTLENECK,9,2019-09-03,2020-04-30,3D,1,123,117.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00339,NORMAL,11,2022-01-09,2022-11-05,3D,1,134,166.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00340,NORMAL,14,2023-01-14,2024-02-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00341,LEGAL_DELAY,8,2021-12-24,2022-07-22,3D,1,117,93.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00342,NORMAL,15,2023-11-08,2025-01-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00343,NORMAL,15,2025-11-27,2027-01-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00344,NORMAL,12,2022-02-22,2023-01-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00345,NORMAL,11,2025-01-14,2025-11-10,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00346,DOCUMENTATION_DELAY,10,2020-06-18,2021-03-15,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00347,NORMAL,11,2023-08-21,2024-06-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00348,RNR_DELAY,11,2024-06-26,2025-04-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00349,NORMAL,11,2022-12-07,2023-10-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00350,ADMINISTRATIVE_BOTTLENECK,15,2024-04-03,2025-05-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00351,NORMAL,9,2022-11-23,2023-07-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00352,NORMAL,8,2021-01-15,2021-08-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00353,MULTI_FACTOR_DELAY,15,2022-07-17,2023-09-10,3A,1,154,266.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00354,NORMAL,15,2020-10-03,2021-11-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00355,ADMINISTRATIVE_BOTTLENECK,15,2020-08-01,2021-09-25,3D,1,173,247.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00356,NORMAL,15,2020-07-07,2021-08-31,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00357,NORMAL,10,2021-01-12,2021-10-09,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00358,DOCUMENTATION_DELAY,13,2024-05-15,2025-05-10,3D,1,247,113.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00359,COMPENSATION_DELAY,15,2023-03-29,2024-05-22,3D,1,225,195.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00360,LEGAL_DELAY,9,2025-01-16,2025-09-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00361,NORMAL,14,2024-04-07,2025-05-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00362,COMPENSATION_DELAY,11,2019-08-05,2020-05-31,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00363,LEGAL_DELAY,14,2019-09-09,2020-10-03,3D,1,240,150.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00364,DOCUMENTATION_DELAY,13,2024-03-05,2025-02-28,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00365,ADMINISTRATIVE_BOTTLENECK,9,2022-07-12,2023-03-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00366,NORMAL,9,2021-10-28,2022-06-25,3D,1,78,162.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00367,ADMINISTRATIVE_BOTTLENECK,12,2025-04-22,2026-03-18,3D,1,215,115.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00368,LEGAL_DELAY,14,2022-12-14,2024-01-08,3D,1,72,318.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00369,LEGAL_DELAY,13,2019-08-25,2020-08-19,3D,1,264,96.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00370,DOCUMENTATION_DELAY,13,2023-05-13,2024-05-07,3D,1,233,127.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00371,NORMAL,12,2019-06-09,2020-05-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00372,ADMINISTRATIVE_BOTTLENECK,12,2021-11-27,2022-10-23,3D,1,150,180.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00373,LEGAL_DELAY,12,2023-03-22,2024-02-15,3D,1,118,212.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00374,NORMAL,12,2025-08-29,2026-07-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00375,NORMAL,15,2024-04-02,2025-05-27,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00376,LEGAL_DELAY,15,2024-07-05,2025-08-29,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00377,RECOVERY,14,2025-12-17,2027-01-11,3D,1,158,232.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00378,MULTI_FACTOR_DELAY,14,2020-08-15,2021-09-09,3A,1,229,161.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00379,NORMAL,14,2024-12-26,2026-01-20,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00380,NORMAL,11,2024-11-08,2025-09-04,3D,1,158,142.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00381,NORMAL,13,2022-08-19,2023-08-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00382,NORMAL,12,2021-01-10,2021-12-06,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00383,RNR_DELAY,12,2022-10-28,2023-09-23,3D,1,136,194.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00384,NORMAL,14,2022-05-04,2023-05-29,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00385,COMPENSATION_DELAY,9,2022-12-10,2023-08-07,3D,1,87,153.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00386,RECOVERY,10,2025-12-03,2026-08-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00387,NORMAL,8,2024-06-18,2025-01-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00388,DOCUMENTATION_DELAY,13,2021-12-28,2022-12-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00389,LEGAL_DELAY,15,2020-02-24,2021-04-19,3D,1,260,160.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00390,NORMAL,14,2019-10-26,2020-11-19,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
